Date,Close,High,Low,Open,Volume
2010-11-08,0.29019421339035034,0.2927156292394586,0.2865266646503411,0.2888188757815188,605156000
2010-11-09,0.2885896861553192,0.2924864675113218,0.2869851435927208,0.29019425604323373,633964000
2010-11-10,0.29202792048454285,0.29202792048454285,0.2865265986418937,0.2906525831925541,521016000
2010-11-11,0.28904813528060913,0.29386176271812775,0.2812546002991321,0.28515135412721326,1089980000
2010-11-12,0.30394747853279114,0.3135747870918951,0.2986753874945466,0.3000507250959363,2142560000
2010-11-15,0.3002798855304718,0.3096779606616431,0.2995922441564951,0.3053227711083537,733548000
2010-11-16,0.2913404107093811,0.2993631521951495,0.2908819738038299,0.2952371653945473,739356000
2010-11-17,0.29615405201911926,0.2995923696302532,0.28836051570535737,0.29111116432920064,551764000
2010-11-18,0.30532291531562805,0.3083027962030857,0.3000508225647908,0.3000508225647908,993120000
2010-11-19,0.31517934799194336,0.3163254536189015,0.3041767285080823,0.30463516529380286,716484000
2010-11-22,0.3154086768627167,0.317242424568471,0.3103657886959264,0.3131164649052018,462668000
2010-11-23,0.3080734610557556,0.31495009434610055,0.305781249958974,0.31174100974073093,457832000
2010-11-24,0.31563782691955566,0.3167839326995343,0.3110534037996409,0.31128263588576355,397784000
2010-11-26,0.3117409646511078,0.3172422595575622,0.3117409646511078,0.3154085128056159,143104000
2010-11-29,0.31517934799194336,0.3163254536189015,0.308990383071432,0.31036569342859366,468192000
2010-11-30,0.3119703233242035,0.31357489351215045,0.3062397935824536,0.3103657804615778,720936000
2010-12-01,0.3257234990596771,0.3277864780577443,0.3177007604500433,0.3181591971912459,626536000
2010-12-02,0.329620361328125,0.3316833683335818,0.3254943746425313,0.3257236067515776,529316000
2010-12-03,0.33901846408843994,0.33901846408843994,0.3273281722233213,0.3280158412727968,606044000
2010-12-06,0.3326001465320587,0.34085211753168465,0.3312248362489958,0.3401644487274971,438424000
2010-12-07,0.34337353706359863,0.3513962754676831,0.33970598857732165,0.3403936573341624,1026812000
2010-12-08,0.3463534712791443,0.3500209930170621,0.3403937108827204,0.3429151542793569,613252000
