Date,Close,High,Low,Open,Volume
2010-11-08,16.72421646118164,16.82915942729223,16.552489558922478,16.771917126539176,365741
2010-11-09,16.3092098236084,16.80053735385491,16.232888012067637,16.80053735385491,793298
2010-11-10,16.271053314208984,16.490480929058247,16.175650085053018,16.309214230290287,828902
2010-11-11,16.2376651763916,16.37122934547064,16.17565297247551,16.204274134121842,552017
2010-11-12,16.15179443359375,16.28535854265534,16.042079716932506,16.13271304176856,675960
2010-11-15,16.132709503173828,16.323517745858563,16.108860116004674,16.2519639506376,579468
2010-11-16,15.80357551574707,16.104094815676167,15.698631597472335,16.032542869679514,1162961
2010-11-17,16.05162811279297,16.118410195452583,15.82265882606777,15.827428706556928,599695
2010-11-18,15.90374755859375,16.275820657692876,15.846505254439249,16.213808474509687,751502
2010-11-19,16.070693969726562,16.10408498266376,15.74155277783584,15.90373890504058,808262
2010-11-22,16.14702033996582,16.180411358514558,15.98483324655261,16.008684510631543,635402
2010-11-23,16.132709503173828,16.199493420960962,16.003915300842397,16.02776656591605,702070
2010-11-24,16.404611587524414,16.442772489946275,16.18995392928242,16.26150773396625,665227
2010-11-26,16.409387588500977,16.490481179572917,16.30921447805125,16.342605514867824,240662
2010-11-29,16.435245513916016,16.526259799441256,16.248427015069208,16.377762608763405,750986
2010-11-30,16.310691833496094,16.411285925185453,16.162194715784704,16.32985342106439,938707
2010-12-01,16.2867488861084,16.454407679564188,16.11909197845102,16.454407679564188,934682
2010-12-02,16.33465003967285,16.368181417308875,16.238845834170185,16.286746994022423,907644
2010-12-03,16.29633331298828,16.29633331298828,15.855633415706967,15.965809332926765,7760846
2010-12-06,16.210113525390625,16.277176318481732,16.152630592512747,16.24843485204279,1112496
2010-12-07,16.31550407409668,16.40172850738938,16.17179668527551,16.2196997768159,1823131
2010-12-08,16.00412940979004,16.3538149657046,15.908325173728498,16.33465524997157,1169359
2010-12-09,15.913105964660645,16.128665843464905,15.893944374132243,16.06160310531206,731791
2010-12-10,16.090351104736328,16.128672415610673,15.884370994364202,15.94664383170944,722606
2010-12-13,16.21489906311035,16.248430450572727,16.066401841034843,16.166996003421964,887107
2010-12-14,16.19573974609375,16.392140055555174,16.166998283387176,16.205321490861948,1556462
2010-12-15,15.884373664855957,16.28675221118092,15.874793806976419,16.2292692923061,1258008
2010-12-16,15.956239700317383,16.056835835285256,15.879597001656535,15.889176867539048,748303
