Date,Close,High,Low,Open,Volume
2022-05-04,34.7099609375,34.76770268975137,33.646820271866886,34.03403363264706,13500
2022-05-05,33.884586334228516,34.64542634403261,33.42943918962764,34.64542634403261,48500
2022-05-06,33.42942428588867,33.680775211159016,33.015037584050106,33.53811566740314,10800
2022-05-09,32.4172477722168,33.279987052539624,32.30855635217498,33.279987052539624,21700
2022-05-10,32.65024185180664,33.021831459005135,32.33571502417556,32.8384142712212,9800
2022-05-11,31.853404998779297,32.78135952558662,31.758300342859037,32.41724344660299,27000
2022-05-12,31.715505599975586,32.12106090666306,31.167293298827122,31.513746369862066,30400
2022-05-13,32.811256408691406,32.83842991421277,32.06807943167977,32.4851821166594,21200
2022-05-16,32.64141845703125,32.86559593944699,32.47838264382664,32.86559593944699,27200
2022-05-17,33.245338439941406,33.245338439941406,32.790872897552596,33.15770739553676,22600
2022-05-18,31.928133010864258,33.008255061058314,31.75830251612562,32.9946683105103,26000
2022-05-19,31.717538833618164,32.097960033589594,31.50015603117946,31.7582990808532,30500
2022-05-20,31.642818450927734,32.254206666077714,30.74135583780531,32.254206666077714,20800
2022-05-23,32.017120361328125,32.05719906751423,31.517818357376623,31.880576516271095,109900
2022-05-24,31.554502487182617,31.724332960642794,31.062674099442226,31.724332960642794,19600
2022-05-25,31.934932708740234,32.08710279633464,31.479788118138387,31.479788118138387,44400
2022-05-26,32.64413070678711,32.763690453421724,31.975677260650617,31.975677260650617,17700
2022-05-27,33.432151794433594,33.432151794433594,32.99466776311329,32.99466776311329,30500
2022-05-31,33.414485931396484,33.78267828232698,33.2188424444087,33.78267828232698,27100
2022-06-01,33.185848236083984,33.70747970716688,32.97500366422708,33.652714069374646,38000
2022-06-02,33.94227981567383,33.94707167824762,33.08453380359655,33.228289680810185,28800
2022-06-03,33.2967529296875,33.64587742263091,33.17353282763335,33.64587742263091,198700
2022-06-06,33.44050216674805,33.86492803856153,33.30359329080245,33.81016239908776,125600
2022-06-07,33.62532424926758,33.681458232906024,33.050298229023355,33.20090109022528,83900
2022-06-08,33.41997146606445,33.76909594265189,33.34672515401005,33.652720246666135,66400
2022-06-09,32.79702377319336,33.584947098418084,32.76279655190889,33.37204996942908,83200
2022-06-10,31.89340591430664,32.454740600526506,31.824951483838515,32.4273577837916,91900
2022-06-13,30.59276008605957,31.13013562281153,30.462695584332,31.04456625319262,137600
2022-06-14,30.59276008605957,30.77759023780081,30.298401245660926,30.715980187220396,149900
2022-06-15,31.277307510375977,31.629855421851147,30.743355608186054,31.017178569568692,79100
2022-06-16,30.161483764648438,30.59959839466676,29.846586589374734,30.59959839466676,64600
2022-06-17,30.421613693237305,30.61329080869236,30.004037468103164,30.28470482538704,42500
2022-06-21,31.126705169677734,31.297843856361478,30.859729236270148,30.962410881458926,28300
2022-06-22,31.065105438232422,31.41422732582273,30.811818217772608,30.811818217772608,234300
2022-06-23,31.345767974853516,31.530598102238255,30.968576530220123,31.325229553119936,59000
2022-06-24,32.2699089050293,32.2699089050293,31.749648469700627,31.790720081397968,150800
2022-06-27,32.112464904785156,32.43420648982308,31.99951273837364,32.413668070513275,72600
2022-06-28,31.400527954101562,32.38080988482661,31.373147746734155,32.26991286372296,163300
2022-06-29,31.475820541381836,31.544277568957114,31.206792126548333,31.48266754982366,208000
2022-06-30,31.32522201538086,31.43475066324912,30.68174153557595,31.284150404535858,169200
2022-07-01,31.304540634155273,31.304540634155273,30.863146336545896,31.19419205975293,209100
2022-07-05,31.766626358032227,31.83973166202745,30.72520924489078,31.056254960384177,286500
2022-07-06,31.890771865844727,32.05491482299811,31.601105192891612,31.814906722192298,221500
2022-07-07,32.3597526550293,32.40113436164548,32.035605161414914,32.090778139318665,397700
2022-07-08,32.37355041503906,32.463209474599466,32.07009242311219,32.2218227345347,387700
2022-07-11,32.056278228759766,32.345944764406845,31.963862025476647,32.345944764406845,154400
2022-07-12,31.80110740661621,32.24939729500762,31.656275410255173,32.12525746306764,424300
2022-07-13,31.766626358032227,31.942492667848498,31.297644270020548,31.380405041164526,145800
2022-07-14,31.897659301757812,31.959730527797916,31.283845305870717,31.683857827415892,163100
2022-07-15,32.28388595581055,32.33216329181456,32.05629054529093,32.201122553302966,113500
2022-07-18,32.249393463134766,32.690790295801186,32.16663270803599,32.621820807454725,122200
2022-07-19,32.801143646240234,32.82872881469856,32.380438913971815,32.49768311494244,208000
2022-07-20,33.04253387451172,33.09770947920941,32.75976547773013,32.828732352684604,139300
2022-07-21,33.24253463745117,33.24253463745117,32.794242149973876,33.09770265137405,142600
2022-07-22,32.84941482543945,33.242531684682795,32.75975580972454,33.1252848747607,232500
2022-07-25,32.96666717529297,33.290817260276405,32.828730800986136,33.290817260276405,142200
2022-07-26,32.635623931884766,33.10460606156367,32.50458581335479,33.10460606156367,111900
2022-07-27,33.48392105102539,33.552890542196046,32.828725354948084,32.95976607271379,164100
2022-07-28,33.56669998168945,33.587392155701416,33.1618595045613,33.51842262719237,286100
2022-07-29,33.897735595703125,33.96670246712725,33.59427504723499,33.732211421000734,783700
2022-08-01,33.83305740356445,34.0347323933182,33.71483157230236,33.902600137564335,259600
2022-08-02,33.770469665527344,33.95823824070703,33.63972751473996,33.67310611874554,113100
2022-08-03,34.08340835571289,34.14599786923634,33.89564246802747,33.94432290600293,258000
2022-08-04,34.06254196166992,34.09036010941164,33.94362110444904,34.006908319071066,157500
2022-08-05,33.951263427734375,34.031239919022056,33.81009021037032,33.902583007953666,166700
2022-08-08,34.013858795166016,34.28507908163275,33.958225157039585,34.15990007974282,111300
2022-08-09,33.860877990722656,33.972845682490444,33.780209043860246,33.97214797356434,131200
2022-08-10,34.31290817260742,34.396359982859536,34.15852086455415,34.396359982859536,177500
2022-08-11,34.25032424926758,34.4944242165772,34.180781504839565,34.47982008107418,666200
2022-08-12,34.61890411376953,34.63976905852882,34.34768370786862,34.45200047300845,533300
2022-08-15,34.702354431152344,34.72321672052767,34.53544815749408,34.611946755717234,273300
2022-08-16,34.660621643066406,34.75102930400825,34.5006712600984,34.6675748541151,262900
2022-08-17,34.500675201416016,34.65367239081354,34.38940524173193,34.53544656640133,236300
2022-08-18,34.59803009033203,34.68148188241559,34.45894200160301,34.604983300970396,547700
2022-08-19,34.25032424926758,34.51459145328818,34.180781504839565,34.51459145328818,221700
2022-08-22,33.638328552246094,34.00691242208293,33.56878582738588,34.00691242208293,223100
2022-08-23,33.610511779785156,33.86782303547458,33.56182869076681,33.6313740658753,351900
2022-08-24,33.693965911865234,33.85391630637139,33.56252872519668,33.60355824440176,369800
2022-08-25,34.15990447998047,34.15990447998047,33.750988830491806,33.86782187320286,178800
2022-08-26,33.08198165893555,34.229455288671154,33.033301216741684,34.229455288671154,467800
2022-08-29,32.70643615722656,32.95679416880723,32.5882130144715,32.741210166634005,271000
2022-08-30,32.337867736816406,32.88030854025255,32.09098755953751,32.8107657998222,438400
2022-08-31,32.15705871582031,32.70575773920767,32.12924055529679,32.58127372581786,227700
2022-09-01,32.11904525756836,32.238683765007316,31.45752337244393,32.03459628351906,322800
2022-09-02,31.739017486572266,32.541292051132146,31.59123112648921,32.456840401441085,232900
